LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Frequency,Frequency Stability,Normal temperature Frequency Tolerance,Output Type,Voltage - Supply,Current - Supply,Operating Temperature,Load Capacitance,Equivalent Series Resistance(ESR)
C49158173,Y201632MCBCX,JLYE,https://datasheet.lcsc.com/datasheet/pdf/9d30d14a802b51b4d164a43950134857.pdf?productCode=C49158173,3130,0.0743,10,10,https://www.lcsc.com/product-detail/C49158173.html,SMD2016-4P,Tape & Reel (TR),32MHz,±20ppm,±10ppm,,,,-40℃~+85℃,8pF,
C841199,Q22FA12800594,EPSON,https://datasheet.lcsc.com/datasheet/pdf/8d901c03bcc9c2100862c8e7ee2b891a.pdf?productCode=C841199,3130,0.2763,5,5,https://www.lcsc.com/product-detail/C841199.html,SMD2016-4P,Tape & Reel (TR),24MHz,±15ppm,±10ppm,,,,-40℃~+85℃,9pF,80Ω
C669081,OT201626MJBA4SL,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C669081,3122,0.6497,1,1,https://www.lcsc.com/product-detail/C669081.html,SMD2016-4P,Tape & Reel (TR),26MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,4mA,-40℃~+85℃,,
C7434946,OT7EL89CJI-111YLC-48M,YXC Crystal Oscillators,https://datasheet.lcsc.com/datasheet/pdf/b336a5b52993e15e0134a8f3d7decec7.pdf?productCode=C7434946,3103,0.5669,1,1,https://www.lcsc.com/product-detail/C7434946.html,SMD2016-4P,Tape & Reel (TR),48MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,,-40℃~+85℃,,
C51308738,YE16MCBDE2X,Yajingxin,https://datasheet.lcsc.com/datasheet/pdf/1ae5bbb0d9a0526cb3940f7904300dd0.pdf?productCode=C51308738,3070,0.0712,10,10,https://www.lcsc.com/product-detail/C51308738.html,SMD2016-4P,Tape & Reel (TR),16MHz,±30ppm,±10ppm,,,,-30℃~+85℃,9pF,60Ω
C19723433,1X016000AP,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/b060c3d5df59dc195878b7a5d620f85b.pdf?productCode=C19723433,3065,0.0927,5,5,https://www.lcsc.com/product-detail/C19723433.html,SMD2016-4P,Tape & Reel (TR),16MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,60Ω
C19173062,R924000157,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173062,3065,0.0932,5,5,https://www.lcsc.com/product-detail/C19173062.html,SMD2016-4P,Tape & Reel (TR),24MHz,±20ppm,±10ppm,,,,-40℃~+85℃,10pF,
C2835991,K2B400000910,KYX,https://datasheet.lcsc.com/datasheet/pdf/df54420d782d926ef372a54fb1ae3452.pdf?productCode=C2835991,3065,0.1119,5,5,https://www.lcsc.com/product-detail/C2835991.html,SMD2016-4P,Tape & Reel (TR),40MHz,±20ppm,±10ppm,,,,-40℃~+85℃,9pF,30Ω
C18209060,K2B400001210,KYX,https://datasheet.lcsc.com/datasheet/pdf/10c1c428c71dc5cb34b4e6437410972f.pdf?productCode=C18209060,3060,0.0878,5,5,https://www.lcsc.com/product-detail/C18209060.html,SMD2016-4P,Tape & Reel (TR),40MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,
C255869,X1A0000910005,EPSON,https://datasheet.lcsc.com/datasheet/pdf/42fffd3e2b882c9f329717b1feb375fa.pdf?productCode=C255869,3057,0.4228,1,1,https://www.lcsc.com/product-detail/C255869.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+125℃,9pF,
C2901736,SX1B24.000F0910F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C2901736,3050,0.0863,5,5,https://www.lcsc.com/product-detail/C2901736.html,SMD2016-4P,Tape & Reel (TR),24MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,80Ω
C19173072,R927000286,TROQ,https://datasheet.lcsc.com/datasheet/pdf/8492329f7b4b2bf2ef0a39d3922dba4c.pdf?productCode=C19173072,3040,0.0921,5,5,https://www.lcsc.com/product-detail/C19173072.html,SMD2016-4P,Tape & Reel (TR),27MHz,±20ppm,±10ppm,,,,-40℃~+85℃,12pF,
C1985277,ABS07-32.768KHZ-7-1-T,ABRACON,https://datasheet.lcsc.com/datasheet/pdf/c9586a2d2c4cd5a5d88cd317e9f784f1.pdf?productCode=C1985277,3037,1.1498,1,1,https://www.lcsc.com/product-detail/C1985277.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,-,±10ppm,,,,-40℃~+85℃,7pF,70kΩ
C1986041,CM315D32768DZBT,CITIZEN,https://datasheet.lcsc.com/datasheet/pdf/f0fe2c0280fecb8599a07c0f0e27521e.pdf?productCode=C1986041,3032,0.5320,1,1,https://www.lcsc.com/product-detail/C1986041.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,-,±20ppm,,,,-40℃~+85℃,6pF,70kΩ
