"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Type","Resistance","Tolerance","Voltage Rating","Power(Watts)","Temperature Coefficient"
"C97819","RC0402FR-076K04L","YAGEO","395000","100","100","https://www.lcsc.com/product-detail/C97819.html","0402","Tape & Reel (TR)","Thick Film Resistor","6.04kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114562","RC0805FR-07200KL","YAGEO","394800","100","100","https://www.lcsc.com/product-detail/C114562.html","0805","Tape & Reel (TR)","Thick Film Resistor","200kΩ","±1%","150V","125mW","±100ppm/℃"
"C185372","RC0603FR-07140KL","YAGEO","393100","100","100","https://www.lcsc.com/product-detail/C185372.html","0603","Tape & Reel (TR)","Thick Film Resistor","140kΩ","±1%","75V","100mW","±100ppm/℃"
"C114764","RC0402FR-07200RL","YAGEO","353700","100","100","https://www.lcsc.com/product-detail/C114764.html","0402","Tape & Reel (TR)","Thick Film Resistor","200Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137761","RC0603FR-0724K9L","YAGEO","341700","100","100","https://www.lcsc.com/product-detail/C137761.html","0603","Tape & Reel (TR)","Thick Film Resistor","24.9kΩ","±1%","75V","100mW","±100ppm/℃"
"C107700","RC0805FR-071ML","YAGEO","324300","100","100","https://www.lcsc.com/product-detail/C107700.html","0805","Tape & Reel (TR)","Thick Film Resistor","1MΩ","±1%","150V","125mW","±100ppm/℃"
"C137773","RC0603FR-071M5L","YAGEO","322300","100","100","https://www.lcsc.com/product-detail/C137773.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.5MΩ","±1%","75V","100mW","±100ppm/℃"
"C137714","RC0603FR-07499RL","YAGEO","269000","100","100","https://www.lcsc.com/product-detail/C137714.html","0603","Tape & Reel (TR)","Thick Film Resistor","499Ω","±1%","75V","100mW","±100ppm/℃"
"C114634","RC0603FR-077K5L","YAGEO","258200","100","100","https://www.lcsc.com/product-detail/C114634.html","0603","Tape & Reel (TR)","Thick Film Resistor","7.5kΩ","±1%","75V","100mW","±100ppm/℃"
"C114151","RC0402FR-07140KL","YAGEO","256400","100","100","https://www.lcsc.com/product-detail/C114151.html","0402","Tape & Reel (TR)","Thick Film Resistor","140kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114636","RC0603FR-0775KL","YAGEO","251700","100","100","https://www.lcsc.com/product-detail/C114636.html","0603","Tape & Reel (TR)","Thick Film Resistor","75kΩ","±1%","75V","100mW","±100ppm/℃"
"C276278","RC0402FR-078K06L","YAGEO","235400","100","100","https://www.lcsc.com/product-detail/C276278.html","0402","Tape & Reel (TR)","Thick Film Resistor","8.06kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C141697","RC0805FR-0775RL","YAGEO","234300","100","100","https://www.lcsc.com/product-detail/C141697.html","0805","Tape & Reel (TR)","Thick Film Resistor","75Ω","±1%","150V","125mW","±100ppm/℃"
"C185455","RC0402FR-071K3L","YAGEO","231000","100","100","https://www.lcsc.com/product-detail/C185455.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.3kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114523","RC0805FR-07150RL","YAGEO","228500","100","100","https://www.lcsc.com/product-detail/C114523.html","0805","Tape & Reel (TR)","Thick Film Resistor","150Ω","±1%","150V","125mW","±100ppm/℃"
"C155695","RC0402FR-077K68L","YAGEO","224300","100","100","https://www.lcsc.com/product-detail/C155695.html","0402","Tape & Reel (TR)","Thick Film Resistor","7.68kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138055","RC0402FR-0714K7L","YAGEO","216600","100","100","https://www.lcsc.com/product-detail/C138055.html","0402","Tape & Reel (TR)","Thick Film Resistor","14.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137768","RC0603FR-0722K1L","YAGEO","214200","100","100","https://www.lcsc.com/product-detail/C137768.html","0603","Tape & Reel (TR)","Thick Film Resistor","22.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C477610","RC0402FR-07130RL","YAGEO","201100","100","100","https://www.lcsc.com/product-detail/C477610.html","0402","Tape & Reel (TR)","Thick Film Resistor","130Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137965","RC0402FR-074K99L","YAGEO","194600","100","100","https://www.lcsc.com/product-detail/C137965.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.99kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114546","RC0805FR-07750RL","YAGEO","186600","100","100","https://www.lcsc.com/product-detail/C114546.html","0805","Tape & Reel (TR)","Thick Film Resistor","750Ω","±1%","150V","125mW","±100ppm/℃"
"C185425","RC0402FR-0732K4L","YAGEO","175700","100","100","https://www.lcsc.com/product-detail/C185425.html","0402","Tape & Reel (TR)","Thick Film Resistor","32.4kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114621","RC0603FR-074K99L","YAGEO","173600","100","100","https://www.lcsc.com/product-detail/C114621.html","0603","Tape & Reel (TR)","Thick Film Resistor","4.99kΩ","±1%","75V","100mW","±100ppm/℃"
"C114557","RC0805FR-0720RL","YAGEO","168400","100","100","https://www.lcsc.com/product-detail/C114557.html","0805","Tape & Reel (TR)","Thick Film Resistor","20Ω","±1%","150V","125mW","±100ppm/℃"
"C274352","RC0402FR-0713K3L","YAGEO","162000","100","100","https://www.lcsc.com/product-detail/C274352.html","0402","Tape & Reel (TR)","Thick Film Resistor","13.3kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273695","RC0402FR-0725K5L","YAGEO","158300","100","100","https://www.lcsc.com/product-detail/C273695.html","0402","Tape & Reel (TR)","Thick Film Resistor","25.5kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137968","RC0402FR-074K02L","YAGEO","154500","100","100","https://www.lcsc.com/product-detail/C137968.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.02kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185392","RC0402FR-0780R6L","YAGEO","151500","100","100","https://www.lcsc.com/product-detail/C185392.html","0402","Tape & Reel (TR)","Thick Film Resistor","80.6Ω","±1%","50V","62.5mW","±100ppm/℃"
"C105588","RC0603FR-07100RL","YAGEO","146400","100","100","https://www.lcsc.com/product-detail/C105588.html","0603","Tape & Reel (TR)","Thick Film Resistor","100Ω","±1%","75V","100mW","±100ppm/℃"
"C137970","RC0402FR-07499RL","YAGEO","142000","100","100","https://www.lcsc.com/product-detail/C137970.html","0402","Tape & Reel (TR)","Thick Film Resistor","499Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137807","RC0603FR-07110KL","YAGEO","139400","100","100","https://www.lcsc.com/product-detail/C137807.html","0603","Tape & Reel (TR)","Thick Film Resistor","110kΩ","±1%","75V","100mW","±100ppm/℃"
"C114532","RC0805FR-072ML","YAGEO","137600","100","100","https://www.lcsc.com/product-detail/C114532.html","0805","Tape & Reel (TR)","Thick Film Resistor","2MΩ","±1%","150V","125mW","±100ppm/℃"
"C105578","RC0603FR-071ML","YAGEO","122300","100","100","https://www.lcsc.com/product-detail/C105578.html","0603","Tape & Reel (TR)","Thick Film Resistor","1MΩ","±1%","75V","100mW","±100ppm/℃"
"C327339","RC0402FR-0751K1L","YAGEO","113200","100","100","https://www.lcsc.com/product-detail/C327339.html","0402","Tape & Reel (TR)","Thick Film Resistor","51.1kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137491","RC0805FR-0775KL","YAGEO","103600","100","100","https://www.lcsc.com/product-detail/C137491.html","0805","Tape & Reel (TR)","Thick Film Resistor","75kΩ","±1%","150V","125mW","±100ppm/℃"
"C137801","RC0603FR-0711KL","YAGEO","102400","100","100","https://www.lcsc.com/product-detail/C137801.html","0603","Tape & Reel (TR)","Thick Film Resistor","11kΩ","±1%","75V","100mW","±100ppm/℃"
"C163452","RC0402FR-0790K9L","YAGEO","99300","100","100","https://www.lcsc.com/product-detail/C163452.html","0402","Tape & Reel (TR)","Thick Film Resistor","90.9kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274888","RC0402FR-0713K7L","YAGEO","95100","100","100","https://www.lcsc.com/product-detail/C274888.html","0402","Tape & Reel (TR)","Thick Film Resistor","13.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274889","RC0402FR-071K24L","YAGEO","94900","100","100","https://www.lcsc.com/product-detail/C274889.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.24kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273691","RC0402FR-075K9L","YAGEO","93600","100","100","https://www.lcsc.com/product-detail/C273691.html","0402","Tape & Reel (TR)","Thick Film Resistor","5.9kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C276264","RC0402FR-0724K3L","YAGEO","91500","100","100","https://www.lcsc.com/product-detail/C276264.html","0402","Tape & Reel (TR)","Thick Film Resistor","24.3kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C165742","RC0603FR-0760K4L","YAGEO","90800","100","100","https://www.lcsc.com/product-detail/C165742.html","0603","Tape & Reel (TR)","Thick Film Resistor","60.4kΩ","±1%","75V","100mW","±100ppm/℃"
"C138042","RC0402FR-0719K1L","YAGEO","85700","100","100","https://www.lcsc.com/product-detail/C138042.html","0402","Tape & Reel (TR)","Thick Film Resistor","19.1kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114547","RC0805FR-077K5L","YAGEO","85700","100","100","https://www.lcsc.com/product-detail/C114547.html","0805","Tape & Reel (TR)","Thick Film Resistor","7.5kΩ","±1%","150V","125mW","±100ppm/℃"
"C137675","RC0603FR-078K87L","YAGEO","70700","100","100","https://www.lcsc.com/product-detail/C137675.html","0603","Tape & Reel (TR)","Thick Film Resistor","8.87kΩ","±1%","75V","100mW","±100ppm/℃"
"C138057","RC0402FR-0713KL","YAGEO","70300","100","100","https://www.lcsc.com/product-detail/C138057.html","0402","Tape & Reel (TR)","Thick Film Resistor","13kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273800","RC0603FR-07845RL","YAGEO","70000","100","100","https://www.lcsc.com/product-detail/C273800.html","0603","Tape & Reel (TR)","Thick Film Resistor","845Ω","±1%","75V","100mW","±100ppm/℃"
"C137977","RC0402FR-0745K3L","YAGEO","69500","100","100","https://www.lcsc.com/product-detail/C137977.html","0402","Tape & Reel (TR)","Thick Film Resistor","45.3kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137759","RC0603FR-0724R9L","YAGEO","69000","100","100","https://www.lcsc.com/product-detail/C137759.html","0603","Tape & Reel (TR)","Thick Film Resistor","24.9Ω","±1%","75V","100mW","±100ppm/℃"
"C137715","RC0603FR-0747K5L","YAGEO","66800","100","100","https://www.lcsc.com/product-detail/C137715.html","0603","Tape & Reel (TR)","Thick Film Resistor","47.5kΩ","±1%","75V","100mW","±100ppm/℃"
"C185422","RC0402FR-0737K4L","YAGEO","64600","100","100","https://www.lcsc.com/product-detail/C185422.html","0402","Tape & Reel (TR)","Thick Film Resistor","37.4kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163489","RC0402FR-07147KL","YAGEO","61000","100","100","https://www.lcsc.com/product-detail/C163489.html","0402","Tape & Reel (TR)","Thick Film Resistor","147kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137710","RC0603FR-074K75L","YAGEO","58400","100","100","https://www.lcsc.com/product-detail/C137710.html","0603","Tape & Reel (TR)","Thick Film Resistor","4.75kΩ","±1%","75V","100mW","±100ppm/℃"
"C185403","RC0402FR-0764K9L","YAGEO","56800","100","100","https://www.lcsc.com/product-detail/C185403.html","0402","Tape & Reel (TR)","Thick Film Resistor","64.9kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C245950","RC0603FR-072K1L","YAGEO","55900","100","100","https://www.lcsc.com/product-detail/C245950.html","0603","Tape & Reel (TR)","Thick Film Resistor","2.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C477738","RC0402FR-07422KL","YAGEO","54200","100","100","https://www.lcsc.com/product-detail/C477738.html","0402","Tape & Reel (TR)","Thick Film Resistor","422kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114559","RC0805FR-0715KL","YAGEO","52100","100","100","https://www.lcsc.com/product-detail/C114559.html","0805","Tape & Reel (TR)","Thick Film Resistor","15kΩ","±1%","150V","125mW","±100ppm/℃"
"C189473","RC0402FR-0711K3L","YAGEO","50900","100","100","https://www.lcsc.com/product-detail/C189473.html","0402","Tape & Reel (TR)","Thick Film Resistor","11.3kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185374","RC0603FR-0712K7L","YAGEO","49600","100","100","https://www.lcsc.com/product-detail/C185374.html","0603","Tape & Reel (TR)","Thick Film Resistor","12.7kΩ","±1%","75V","100mW","±100ppm/℃"
"C185465","RC0402FR-0714K3L","YAGEO","49200","100","100","https://www.lcsc.com/product-detail/C185465.html","0402","Tape & Reel (TR)","Thick Film Resistor","14.3kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185389","RC0402FR-078K25L","YAGEO","48800","100","100","https://www.lcsc.com/product-detail/C185389.html","0402","Tape & Reel (TR)","Thick Film Resistor","8.25kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137590","RC0805FR-0715RL","YAGEO","47100","100","100","https://www.lcsc.com/product-detail/C137590.html","0805","Tape & Reel (TR)","Thick Film Resistor","15Ω","±1%","150V","125mW","±100ppm/℃"
"C354260","RC0402FR-0744K2L","YAGEO","47000","100","100","https://www.lcsc.com/product-detail/C354260.html","0402","Tape & Reel (TR)","Thick Film Resistor","44.2kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C141679","RC0603FR-074K02L","YAGEO","46700","100","100","https://www.lcsc.com/product-detail/C141679.html","0603","Tape & Reel (TR)","Thick Film Resistor","4.02kΩ","±1%","75V","100mW","±100ppm/℃"
"C276270","RC0402FR-0742K2L","YAGEO","45900","100","100","https://www.lcsc.com/product-detail/C276270.html","0402","Tape & Reel (TR)","Thick Film Resistor","42.2kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C245990","RC0603FR-07634RL","YAGEO","44600","100","100","https://www.lcsc.com/product-detail/C245990.html","0603","Tape & Reel (TR)","Thick Film Resistor","634Ω","±1%","75V","100mW","±100ppm/℃"
"C137716","RC0603FR-07475RL","YAGEO","44600","100","100","https://www.lcsc.com/product-detail/C137716.html","0603","Tape & Reel (TR)","Thick Film Resistor","475Ω","±1%","75V","100mW","±100ppm/℃"
"C273724","RC0402FR-072K94L","YAGEO","43800","100","100","https://www.lcsc.com/product-detail/C273724.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.94kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185391","RC0402FR-0782K5L","YAGEO","42100","100","100","https://www.lcsc.com/product-detail/C185391.html","0402","Tape & Reel (TR)","Thick Film Resistor","82.5kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C171671","RC0402FR-07105KL","YAGEO","39000","100","100","https://www.lcsc.com/product-detail/C171671.html","0402","Tape & Reel (TR)","Thick Film Resistor","105kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273788","RC0603FR-07133KL","YAGEO","38600","100","100","https://www.lcsc.com/product-detail/C273788.html","0603","Tape & Reel (TR)","Thick Film Resistor","133kΩ","±1%","75V","100mW","±100ppm/℃"
"C163432","RC0603FR-07130KL","YAGEO","37900","100","100","https://www.lcsc.com/product-detail/C163432.html","0603","Tape & Reel (TR)","Thick Film Resistor","130kΩ","±1%","75V","100mW","±100ppm/℃"
"C138034","RC0402FR-071M5L","YAGEO","37500","100","100","https://www.lcsc.com/product-detail/C138034.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.5MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C483071","RC0805FR-07221RL","YAGEO","35800","100","100","https://www.lcsc.com/product-detail/C483071.html","0805","Tape & Reel (TR)","Thick Film Resistor","221Ω","±1%","150V","125mW","±100ppm/℃"
"C276276","RC0402FR-0768K1L","YAGEO","35600","100","100","https://www.lcsc.com/product-detail/C276276.html","0402","Tape & Reel (TR)","Thick Film Resistor","68.1kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138052","RC0402FR-0715RL","YAGEO","34900","100","100","https://www.lcsc.com/product-detail/C138052.html","0402","Tape & Reel (TR)","Thick Film Resistor","15Ω","±1%","50V","62.5mW","±100ppm/℃"
"C245987","RC0603FR-0760R4L","YAGEO","34800","100","100","https://www.lcsc.com/product-detail/C245987.html","0603","Tape & Reel (TR)","Thick Film Resistor","60.4Ω","±1%","75V","100mW","±100ppm/℃"
"C131052","RC0603FR-078K06L","YAGEO","34600","100","100","https://www.lcsc.com/product-detail/C131052.html","0603","Tape & Reel (TR)","Thick Film Resistor","8.06kΩ","±1%","75V","100mW","±100ppm/℃"
"C137517","RC0805FR-074K75L","YAGEO","34400","100","100","https://www.lcsc.com/product-detail/C137517.html","0805","Tape & Reel (TR)","Thick Film Resistor","4.75kΩ","±1%","150V","125mW","±100ppm/℃"
"C189472","RC0402FR-0711K8L","YAGEO","32100","100","100","https://www.lcsc.com/product-detail/C189472.html","0402","Tape & Reel (TR)","Thick Film Resistor","11.8kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327362","RC0402FR-0723K7L","YAGEO","31400","100","100","https://www.lcsc.com/product-detail/C327362.html","0402","Tape & Reel (TR)","Thick Film Resistor","23.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138005","RC0402FR-07332KL","YAGEO","31300","100","100","https://www.lcsc.com/product-detail/C138005.html","0402","Tape & Reel (TR)","Thick Film Resistor","332kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137966","RC0402FR-074K75L","YAGEO","30600","100","100","https://www.lcsc.com/product-detail/C137966.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.75kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273341","RC0402FR-07115KL","YAGEO","30500","100","100","https://www.lcsc.com/product-detail/C273341.html","0402","Tape & Reel (TR)","Thick Film Resistor","115kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273330","RC0402FR-0753K6L","YAGEO","30300","100","100","https://www.lcsc.com/product-detail/C273330.html","0402","Tape & Reel (TR)","Thick Film Resistor","53.6kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185390","RC0402FR-0784K5L","YAGEO","29200","100","100","https://www.lcsc.com/product-detail/C185390.html","0402","Tape & Reel (TR)","Thick Film Resistor","84.5kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185348","RC0603FR-0723K2L","YAGEO","29200","100","100","https://www.lcsc.com/product-detail/C185348.html","0603","Tape & Reel (TR)","Thick Film Resistor","23.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C137954","RC0402FR-0760R4L","YAGEO","28800","100","100","https://www.lcsc.com/product-detail/C137954.html","0402","Tape & Reel (TR)","Thick Film Resistor","60.4Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185317","RC0603FR-075K23L","YAGEO","28600","100","100","https://www.lcsc.com/product-detail/C185317.html","0603","Tape & Reel (TR)","Thick Film Resistor","5.23kΩ","±1%","75V","100mW","±100ppm/℃"
"C138070","RC0402FR-07107KL","YAGEO","28500","100","100","https://www.lcsc.com/product-detail/C138070.html","0402","Tape & Reel (TR)","Thick Film Resistor","107kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137689","RC0603FR-0769K8L","YAGEO","28500","100","100","https://www.lcsc.com/product-detail/C137689.html","0603","Tape & Reel (TR)","Thick Film Resistor","69.8kΩ","±1%","75V","100mW","±100ppm/℃"
"C185449","RC0402FR-071K82L","YAGEO","28400","100","100","https://www.lcsc.com/product-detail/C185449.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.82kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185290","RC0805FR-072K49L","YAGEO","27200","100","100","https://www.lcsc.com/product-detail/C185290.html","0805","Tape & Reel (TR)","Thick Film Resistor","2.49kΩ","±1%","150V","125mW","±100ppm/℃"
"C137978","RC0402FR-07453KL","YAGEO","27200","100","100","https://www.lcsc.com/product-detail/C137978.html","0402","Tape & Reel (TR)","Thick Film Resistor","453kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138037","RC0402FR-071K87L","YAGEO","26600","100","100","https://www.lcsc.com/product-detail/C138037.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.87kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137703","RC0603FR-07511RL","YAGEO","26400","100","100","https://www.lcsc.com/product-detail/C137703.html","0603","Tape & Reel (TR)","Thick Film Resistor","511Ω","±1%","75V","100mW","±100ppm/℃"
"C477743","RC0402FR-07487KL","YAGEO","26300","100","100","https://www.lcsc.com/product-detail/C477743.html","0402","Tape & Reel (TR)","Thick Film Resistor","487kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137994","RC0402FR-073K01L","YAGEO","25900","100","100","https://www.lcsc.com/product-detail/C137994.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.01kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C482771","RC0603FR-0713K7L","YAGEO","25800","100","100","https://www.lcsc.com/product-detail/C482771.html","0603","Tape & Reel (TR)","Thick Film Resistor","13.7kΩ","±1%","75V","100mW","±100ppm/℃"
"C130458","RC0805FR-07499RL","YAGEO","25800","100","100","https://www.lcsc.com/product-detail/C130458.html","0805","Tape & Reel (TR)","Thick Film Resistor","499Ω","±1%","150V","125mW","±100ppm/℃"
"C138049","RC0402FR-0716R5L","YAGEO","25400","100","100","https://www.lcsc.com/product-detail/C138049.html","0402","Tape & Reel (TR)","Thick Film Resistor","16.5Ω","±1%","50V","62.5mW","±100ppm/℃"
"C138027","RC0402FR-0724K9L","YAGEO","25400","100","100","https://www.lcsc.com/product-detail/C138027.html","0402","Tape & Reel (TR)","Thick Film Resistor","24.9kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273771","RC0603FR-075K76L","YAGEO","24900","100","100","https://www.lcsc.com/product-detail/C273771.html","0603","Tape & Reel (TR)","Thick Film Resistor","5.76kΩ","±1%","75V","100mW","±100ppm/℃"
"C137792","RC0603FR-07165RL","YAGEO","24900","100","100","https://www.lcsc.com/product-detail/C137792.html","0603","Tape & Reel (TR)","Thick Film Resistor","165Ω","±1%","75V","100mW","±100ppm/℃"
"C482967","RC0805FR-071K4L","YAGEO","24400","100","100","https://www.lcsc.com/product-detail/C482967.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.4kΩ","±1%","150V","125mW","±100ppm/℃"
"C137798","RC0603FR-0712K4L","YAGEO","24200","100","100","https://www.lcsc.com/product-detail/C137798.html","0603","Tape & Reel (TR)","Thick Film Resistor","12.4kΩ","±1%","75V","100mW","±100ppm/℃"
"C185305","RC0603FR-0790K9L","YAGEO","23100","100","100","https://www.lcsc.com/product-detail/C185305.html","0603","Tape & Reel (TR)","Thick Film Resistor","90.9kΩ","±1%","75V","100mW","±100ppm/℃"
"C138041","RC0402FR-071K1L","YAGEO","22900","100","100","https://www.lcsc.com/product-detail/C138041.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.1kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327365","RC0402FR-07182KL","YAGEO","22800","100","100","https://www.lcsc.com/product-detail/C327365.html","0402","Tape & Reel (TR)","Thick Film Resistor","182kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137974","RC0402FR-0747K5L","YAGEO","22600","100","100","https://www.lcsc.com/product-detail/C137974.html","0402","Tape & Reel (TR)","Thick Film Resistor","47.5kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185441","RC0402FR-0721KL","YAGEO","22500","100","100","https://www.lcsc.com/product-detail/C185441.html","0402","Tape & Reel (TR)","Thick Film Resistor","21kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137687","RC0603FR-076K81L","YAGEO","22500","100","100","https://www.lcsc.com/product-detail/C137687.html","0603","Tape & Reel (TR)","Thick Film Resistor","6.81kΩ","±1%","75V","100mW","±100ppm/℃"
"C155698","RC0402FR-0780K6L","YAGEO","22100","100","100","https://www.lcsc.com/product-detail/C155698.html","0402","Tape & Reel (TR)","Thick Film Resistor","80.6kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C114540","RC0805FR-0749K9L","YAGEO","22100","100","100","https://www.lcsc.com/product-detail/C114540.html","0805","Tape & Reel (TR)","Thick Film Resistor","49.9kΩ","±1%","150V","125mW","±100ppm/℃"
"C483116","RC0805FR-0731K6L","YAGEO","21000","100","100","https://www.lcsc.com/product-detail/C483116.html","0805","Tape & Reel (TR)","Thick Film Resistor","31.6kΩ","±1%","150V","125mW","±100ppm/℃"
"C137597","RC0805FR-0711KL","YAGEO","20800","100","100","https://www.lcsc.com/product-detail/C137597.html","0805","Tape & Reel (TR)","Thick Film Resistor","11kΩ","±1%","150V","125mW","±100ppm/℃"
"C276265","RC0402FR-0731K6L","YAGEO","20600","100","100","https://www.lcsc.com/product-detail/C276265.html","0402","Tape & Reel (TR)","Thick Film Resistor","31.6kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185445","RC0402FR-0720K5L","YAGEO","20600","100","100","https://www.lcsc.com/product-detail/C185445.html","0402","Tape & Reel (TR)","Thick Film Resistor","20.5kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C483162","RC0805FR-0746K4L","YAGEO","20100","100","100","https://www.lcsc.com/product-detail/C483162.html","0805","Tape & Reel (TR)","Thick Film Resistor","46.4kΩ","±1%","150V","125mW","±100ppm/℃"
"C364360","RC0402FR-076K49L","YAGEO","19900","100","100","https://www.lcsc.com/product-detail/C364360.html","0402","Tape & Reel (TR)","Thick Film Resistor","6.49kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477184","RC0402FR-071M05L","YAGEO","19800","100","100","https://www.lcsc.com/product-detail/C477184.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.05MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137949","RC0402FR-0763K4L","YAGEO","19700","100","100","https://www.lcsc.com/product-detail/C137949.html","0402","Tape & Reel (TR)","Thick Film Resistor","63.4kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137684","RC0603FR-07750KL","YAGEO","19700","100","100","https://www.lcsc.com/product-detail/C137684.html","0603","Tape & Reel (TR)","Thick Film Resistor","750kΩ","±1%","75V","100mW","±100ppm/℃"
"C477200","RC0402FR-071M27L","YAGEO","19600","100","100","https://www.lcsc.com/product-detail/C477200.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.27MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274360","RC0805FR-07499KL","YAGEO","19500","100","100","https://www.lcsc.com/product-detail/C274360.html","0805","Tape & Reel (TR)","Thick Film Resistor","499kΩ","±1%","150V","125mW","±100ppm/℃"
"C137779","RC0603FR-071K21L","YAGEO","19500","100","100","https://www.lcsc.com/product-detail/C137779.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.21kΩ","±1%","75V","100mW","±100ppm/℃"
"C163466","RC0402FR-073K16L","YAGEO","18700","100","100","https://www.lcsc.com/product-detail/C163466.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.16kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137984","RC0402FR-07402RL","YAGEO","18600","100","100","https://www.lcsc.com/product-detail/C137984.html","0402","Tape & Reel (TR)","Thick Film Resistor","402Ω","±1%","50V","62.5mW","±100ppm/℃"
"C114608","RC0603FR-07150RL","YAGEO","18600","100","100","https://www.lcsc.com/product-detail/C114608.html","0603","Tape & Reel (TR)","Thick Film Resistor","150Ω","±1%","75V","100mW","±100ppm/℃"
"C137599","RC0805FR-07110KL","YAGEO","18400","100","100","https://www.lcsc.com/product-detail/C137599.html","0805","Tape & Reel (TR)","Thick Film Resistor","110kΩ","±1%","150V","125mW","±100ppm/℃"
