LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient,Operating Temperature
C115058,CC0603KRX7R7BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C115058,2600,0.0130,100,100,https://www.lcsc.com/product-detail/C115058.html,0603,Tape & Reel (TR),47nF,±10%,16V,X7R,
C113909,CC1206KRX7R9BB682,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113909,3680,0.0379,20,20,https://www.lcsc.com/product-detail/C113909.html,1206,Tape & Reel (TR),6.8nF,±10%,50V,X7R,
C113904,CC1206KRX7R9BB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113904,3280,0.0388,20,20,https://www.lcsc.com/product-detail/C113904.html,1206,Tape & Reel (TR),1.5nF,±10%,50V,X7R,
C113897,CC1206KKX7RBBB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C113897,5800,0.0458,20,20,https://www.lcsc.com/product-detail/C113897.html,1206,Tape & Reel (TR),3.3nF,±10%,500V,X7R,
C113868,CC0805KRX7RBBB472,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/9a86cbae8c34c796174906a7ab23dad0.pdf?productCode=C113868,8750,0.0219,50,50,https://www.lcsc.com/product-detail/C113868.html,0805,Tape & Reel (TR),4.7nF,±10%,500V,X7R,
C113853,CC0805KRX7R7BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113853,4850,0.0205,50,50,https://www.lcsc.com/product-detail/C113853.html,0805,Tape & Reel (TR),220nF,±10%,16V,X7R,
C113851,CC0805KRX7R0BB332,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113851,9350,0.0309,50,50,https://www.lcsc.com/product-detail/C113851.html,0805,Tape & Reel (TR),3.3nF,±10%,100V,X7R,
C113809,CC0603KRX7R8BB153,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113809,9900,0.0131,100,100,https://www.lcsc.com/product-detail/C113809.html,0603,Tape & Reel (TR),15nF,±10%,25V,X7R,
C113790,CC0402KRX7R9BB392,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113790,13000,0.0033,100,100,https://www.lcsc.com/product-detail/C113790.html,0402,Tape & Reel (TR),3.9nF,±10%,50V,X7R,
C113788,CC0402KRX7R9BB121,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113788,14100,0.0047,100,100,https://www.lcsc.com/product-detail/C113788.html,0402,Tape & Reel (TR),120pF,±10%,50V,X7R,
C113786,CC0402KRX7R8BB123,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C113786,9800,0.0034,100,100,https://www.lcsc.com/product-detail/C113786.html,0402,Tape & Reel (TR),12nF,±10%,25V,X7R,
C107211,CC1206KRX7RYBB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C107211,2250,0.0428,50,50,https://www.lcsc.com/product-detail/C107211.html,1206,Tape & Reel (TR),1nF,±10%,250V,X7R,
