"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Capacitance","Tolerance","Voltage Rating","Temperature Coefficient","Operating Temperature"
"C520046","CC0805JRX7R9BB683","YAGEO","22300","50","50","https://www.lcsc.com/product-detail/C520046.html","0805","Tape & Reel (TR)","68nF","±5%","50V","X7R",""
"C5182461","CC0805KKX7RYBB104","YAGEO","11140","10","10","https://www.lcsc.com/product-detail/C5182461.html","0805","Tape & Reel (TR)","100nF","±10%","250V","X7R",""
"C541525","CC0805JRX7R9BB154","YAGEO","7240","20","20","https://www.lcsc.com/product-detail/C541525.html","0805","Tape & Reel (TR)","150nF","±5%","50V","X7R",""
"C513710","CC0805KKX7R0BB224","YAGEO","109160","20","20","https://www.lcsc.com/product-detail/C513710.html","0805","Tape & Reel (TR)","220nF","±10%","100V","X7R",""
"C7500383","CC0805KKX7R0BB334","YAGEO","1810","10","10","https://www.lcsc.com/product-detail/C7500383.html","0805","Tape & Reel (TR)","330nF","±10%","100V","X7R",""
"C596323","CC0805KKX7R0BB474","YAGEO","98360","10","10","https://www.lcsc.com/product-detail/C596323.html","0805","Tape & Reel (TR)","470nF","±10%","100V","X7R",""
"C107133","CC0805KKX7R9BB684","YAGEO","36820","20","20","https://www.lcsc.com/product-detail/C107133.html","0805","Tape & Reel (TR)","680nF","±10%","50V","X7R",""
"C5370002","CC0805KKX7R0BB105","YAGEO","374630","10","10","https://www.lcsc.com/product-detail/C5370002.html","0805","Tape & Reel (TR)","1uF","±10%","100V","X7R",""
"C125847","CC0805KKX7R9BB225","YAGEO","72075","5","5","https://www.lcsc.com/product-detail/C125847.html","0805","Tape & Reel (TR)","2.2uF","±10%","50V","X7R",""
"C354262","CC0805KKX7R8BB475","YAGEO","365845","5","5","https://www.lcsc.com/product-detail/C354262.html","0805","Tape & Reel (TR)","4.7uF","±10%","25V","X7R",""
"C326595","CC0805KKX7R7BB106","YAGEO","145365","5","5","https://www.lcsc.com/product-detail/C326595.html","0805","Tape & Reel (TR)","10uF","±10%","16V","X7R",""
"C326677","CC1206KRX7RABB221","YAGEO","2920","20","20","https://www.lcsc.com/product-detail/C326677.html","1206","Tape & Reel (TR)","220pF","±10%","200V","X7R",""
"C277516","CC1206KRX7RABB471","YAGEO","3850","50","50","https://www.lcsc.com/product-detail/C277516.html","1206","Tape & Reel (TR)","470pF","±10%","200V","X7R",""
"C107211","CC1206KRX7RYBB102","YAGEO","2250","50","50","https://www.lcsc.com/product-detail/C107211.html","1206","Tape & Reel (TR)","1nF","±10%","250V","X7R",""
"C113904","CC1206KRX7R9BB152","YAGEO","3280","20","20","https://www.lcsc.com/product-detail/C113904.html","1206","Tape & Reel (TR)","1.5nF","±10%","50V","X7R",""
"C326676","CC1206KRX7RABB222","YAGEO","4200","50","50","https://www.lcsc.com/product-detail/C326676.html","1206","Tape & Reel (TR)","2.2nF","±10%","200V","X7R",""
"C326675","CC1206KRX7RYBB332","YAGEO","1650","50","50","https://www.lcsc.com/product-detail/C326675.html","1206","Tape & Reel (TR)","3.3nF","±10%","250V","X7R",""
"C326763","CC1206KRX7RYBB472","YAGEO","1300","50","50","https://www.lcsc.com/product-detail/C326763.html","1206","Tape & Reel (TR)","4.7nF","±10%","250V","X7R",""
"C527325","CC1206JRX7R9BB682","YAGEO","3100","20","20","https://www.lcsc.com/product-detail/C527325.html","1206","Tape & Reel (TR)","6.8nF","±5%","50V","X7R",""
"C326699","CC1206KRX7RYBB103","YAGEO","7480","10","10","https://www.lcsc.com/product-detail/C326699.html","1206","Tape & Reel (TR)","10nF","±10%","250V","X7R",""
"C527313","CC1206JRX7R0BB153","YAGEO","2960","20","20","https://www.lcsc.com/product-detail/C527313.html","1206","Tape & Reel (TR)","15nF","±5%","100V","X7R",""
"C113899","CC1206KKX7RYBB223","YAGEO","2440","20","20","https://www.lcsc.com/product-detail/C113899.html","1206","Tape & Reel (TR)","22nF","±10%","250V","X7R",""
"C513589","CC1206KKX7RYBB333","YAGEO","2340","20","20","https://www.lcsc.com/product-detail/C513589.html","1206","Tape & Reel (TR)","33nF","±10%","250V","X7R",""
"C113900","CC1206KKX7RYBB473","YAGEO","2480","20","20","https://www.lcsc.com/product-detail/C113900.html","1206","Tape & Reel (TR)","47nF","±10%","250V","X7R",""
"C527334","CC1206KKX7RABB683","YAGEO","2960","20","20","https://www.lcsc.com/product-detail/C527334.html","1206","Tape & Reel (TR)","68nF","±10%","200V","X7R",""
"C106241","CC1206KKX7RYBB104","YAGEO","29070","10","10","https://www.lcsc.com/product-detail/C106241.html","1206","Tape & Reel (TR)","100nF","±10%","250V","X7R",""
"C3888349","CC1206KKX7R0BB154","YAGEO","4240","20","20","https://www.lcsc.com/product-detail/C3888349.html","1206","Tape & Reel (TR)","150nF","±10%","100V","X7R",""
"C113892","CC1206KKX7R0BB224","YAGEO","91880","20","20","https://www.lcsc.com/product-detail/C113892.html","1206","Tape & Reel (TR)","220nF","±10%","100V","X7R",""
"C274377","CC1206KRX7R9BB334","YAGEO","123500","20","20","https://www.lcsc.com/product-detail/C274377.html","1206","Tape & Reel (TR)","330nF","±10%","50V","X7R",""
"C107182","CC1206KKX7R0BB474","YAGEO","15120","5","5","https://www.lcsc.com/product-detail/C107182.html","1206","Tape & Reel (TR)","470nF","±10%","100V","X7R",""
"C145012","CC1206KKX7R9BB684","YAGEO","20370","10","10","https://www.lcsc.com/product-detail/C145012.html","1206","Tape & Reel (TR)","680nF","±10%","50V","X7R",""
"C70463","CC1206KKX7R0BB105","YAGEO","320510","5","5","https://www.lcsc.com/product-detail/C70463.html","1206","Tape & Reel (TR)","1uF","±10%","100V","X7R",""
"C577211","CC1206KKX7R0BB225","YAGEO","584435","5","5","https://www.lcsc.com/product-detail/C577211.html","1206","Tape & Reel (TR)","2.2uF","±10%","100V","X7R",""
"C132170","CC1206KKX7R9BB475","YAGEO","119870","10","10","https://www.lcsc.com/product-detail/C132170.html","1206","Tape & Reel (TR)","4.7uF","±10%","50V","X7R",""
"C70462","CC1206KKX7R8BB106","YAGEO","153585","5","5","https://www.lcsc.com/product-detail/C70462.html","1206","Tape & Reel (TR)","10uF","±10%","25V","X7R",""
"C110045","CC1206KKX7R6BB226","YAGEO","5395","5","5","https://www.lcsc.com/product-detail/C110045.html","1206","Tape & Reel (TR)","22uF","±10%","10V","X7R",""
"C527377","CC1210KKX7RABB223","YAGEO","1520","5","5","https://www.lcsc.com/product-detail/C527377.html","1210","Tape & Reel (TR)","22nF","±10%","200V","X7R",""
"C2254850","CC1210KKX7R9BB473","YAGEO","3660","10","10","https://www.lcsc.com/product-detail/C2254850.html","1210","Tape & Reel (TR)","47nF","±10%","50V","X7R",""
"C3871033","CC1210JKX7R0BB104","YAGEO","3315","5","5","https://www.lcsc.com/product-detail/C3871033.html","1210","Tape & Reel (TR)","100nF","±5%","100V","X7R",""
"C326671","CC1210KKX7RYBB224","YAGEO","2125","5","5","https://www.lcsc.com/product-detail/C326671.html","1210","Tape & Reel (TR)","220nF","±10%","250V","X7R",""
"C577277","CC1210KKX7R9BB684","YAGEO","3005","5","5","https://www.lcsc.com/product-detail/C577277.html","1210","Tape & Reel (TR)","680nF","±10%","50V","X7R",""
"C393665","CC1210KKX7R9BB105","YAGEO","60770","10","10","https://www.lcsc.com/product-detail/C393665.html","1210","Tape & Reel (TR)","1uF","±10%","50V","X7R",""
"C596318","CC1210KKX7R9BB475","YAGEO","14210","5","5","https://www.lcsc.com/product-detail/C596318.html","1210","Tape & Reel (TR)","4.7uF","±10%","50V","X7R",""
"C700527","CC1210KKX7R8BB106","YAGEO","3540","5","5","https://www.lcsc.com/product-detail/C700527.html","1210","Tape & Reel (TR)","10uF","±10%","25V","X7R",""
"C5341638","CC1210KKX7R8BB226","YAGEO","49612","1","1","https://www.lcsc.com/product-detail/C5341638.html","1210","Tape & Reel (TR)","22uF","±10%","25V","X7R",""
