LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Type,Resistance,Tolerance,Voltage Rating,Power(Watts),Temperature Coefficient
C228765,AC0805FR-0735K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228765,1200,0.0061,100,100,https://www.lcsc.com/product-detail/C228765.html,0805,Tape & Reel (TR),Thick Film Resistor,35.7kΩ,±1%,150V,125mW,±100ppm/℃
C227136,AC0402FR-07549RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227136,1200,0.0011,100,100,https://www.lcsc.com/product-detail/C227136.html,0402,Tape & Reel (TR),Thick Film Resistor,549Ω,±1%,50V,62.5mW,±100ppm/℃
C226799,AC0402FR-07160RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226799,1200,0.0019,100,100,https://www.lcsc.com/product-detail/C226799.html,0402,Tape & Reel (TR),Thick Film Resistor,160Ω,±1%,50V,62.5mW,±100ppm/℃
C226793,AC0402FR-07158KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226793,1200,0.0019,100,100,https://www.lcsc.com/product-detail/C226793.html,0402,Tape & Reel (TR),Thick Film Resistor,158kΩ,±1%,50V,62.5mW,±100ppm/℃
C185370,RC0603FR-0715K4L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185370,1200,0.0023,100,100,https://www.lcsc.com/product-detail/C185370.html,0603,Tape & Reel (TR),Thick Film Resistor,15.4kΩ,±1%,75V,100mW,±100ppm/℃
C144673,AC0603FR-072K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144673,1200,0.0056,100,100,https://www.lcsc.com/product-detail/C144673.html,0603,Tape & Reel (TR),Thick Film Resistor,2.7kΩ,±1%,75V,100mW,±100ppm/℃
C138270,AC0805FR-07220RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C138270,1200,0.0066,100,100,https://www.lcsc.com/product-detail/C138270.html,0805,Tape & Reel (TR),Thick Film Resistor,220Ω,±1%,150V,125mW,±100ppm/℃
C138265,AC0805FR-0743KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C138265,1200,0.0062,100,100,https://www.lcsc.com/product-detail/C138265.html,0805,Tape & Reel (TR),Thick Film Resistor,43kΩ,±1%,150V,125mW,±100ppm/℃
C20142814,AC0805FR-7W8K2L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C20142814,1100,0.0050,50,50,https://www.lcsc.com/product-detail/C20142814.html,0805,Tape & Reel (TR),Thick Film Resistor,8.2kΩ,±1%,,250mW,±100ppm/℃
C5717052,RC0603FR-0782KP,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/da845270410dc62346904be643baab6b.pdf?productCode=C5717052,1100,0.0044,100,100,https://www.lcsc.com/product-detail/C5717052.html,0603,Tape & Reel (TR),Thick Film Resistor,82kΩ,±1%,,100mW,±100ppm/℃
C4289865,AF0603FR-0775KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C4289865,1100,0.0053,100,100,https://www.lcsc.com/product-detail/C4289865.html,0603,Tape & Reel (TR),Thick Film Resistor,75kΩ,±1%,75V,100mW,±100ppm/℃
C483034,RC0805FR-072M1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483034,1100,0.0051,100,100,https://www.lcsc.com/product-detail/C483034.html,0805,Tape & Reel (TR),Thick Film Resistor,2.1MΩ,±1%,150V,125mW,±100ppm/℃
C482949,RC0805FR-071M18L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C482949,1100,0.0077,50,50,https://www.lcsc.com/product-detail/C482949.html,0805,Tape & Reel (TR),Thick Film Resistor,1.18MΩ,±1%,150V,125mW,±100ppm/℃
C477623,RC0402FR-0716RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C477623,1100,0.0054,100,100,https://www.lcsc.com/product-detail/C477623.html,0402,Tape & Reel (TR),Thick Film Resistor,16Ω,±1%,50V,62.5mW,±100ppm/℃
C327369,RC0402FR-07160RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C327369,1100,0.0013,100,100,https://www.lcsc.com/product-detail/C327369.html,0402,Tape & Reel (TR),Thick Film Resistor,160Ω,±1%,50V,62.5mW,±100ppm/℃
C309564,RC0603FR-0759KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C309564,1100,0.0023,100,100,https://www.lcsc.com/product-detail/C309564.html,0603,Tape & Reel (TR),Thick Film Resistor,59kΩ,±1%,75V,100mW,±100ppm/℃
C274363,RC0805FR-07422RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C274363,1100,0.0032,100,100,https://www.lcsc.com/product-detail/C274363.html,0805,Tape & Reel (TR),Thick Film Resistor,422Ω,±1%,150V,125mW,±100ppm/℃
C273958,RC0805FR-07412RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273958,1100,0.0027,100,100,https://www.lcsc.com/product-detail/C273958.html,0805,Tape & Reel (TR),Thick Film Resistor,412Ω,±1%,150V,125mW,±100ppm/℃
C273781,RC0603FR-07309RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273781,1100,0.0022,100,100,https://www.lcsc.com/product-detail/C273781.html,0603,Tape & Reel (TR),Thick Film Resistor,309Ω,±1%,75V,100mW,±100ppm/℃
C273760,RC0603FR-07357KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273760,1100,0.0023,100,100,https://www.lcsc.com/product-detail/C273760.html,0603,Tape & Reel (TR),Thick Film Resistor,357kΩ,±1%,75V,100mW,±100ppm/℃
C273694,RC0402FR-0716R9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273694,1100,0.0008,100,100,https://www.lcsc.com/product-detail/C273694.html,0402,Tape & Reel (TR),Thick Film Resistor,16.9Ω,±1%,50V,62.5mW,±100ppm/℃
C273344,RC0402FR-0747R5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C273344,1100,0.0010,100,100,https://www.lcsc.com/product-detail/C273344.html,0402,Tape & Reel (TR),Thick Film Resistor,47.5Ω,±1%,50V,62.5mW,±100ppm/℃
C228995,AC0805FR-0776K8L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228995,1100,0.0061,100,100,https://www.lcsc.com/product-detail/C228995.html,0805,Tape & Reel (TR),Thick Film Resistor,76.8kΩ,±1%,150V,125mW,±100ppm/℃
C228895,AC0805FR-07536RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228895,1100,0.0042,100,100,https://www.lcsc.com/product-detail/C228895.html,0805,Tape & Reel (TR),Thick Film Resistor,536Ω,±1%,150V,125mW,±100ppm/℃
C227629,AC0603FR-07187KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227629,1100,0.0023,100,100,https://www.lcsc.com/product-detail/C227629.html,0603,Tape & Reel (TR),Thick Film Resistor,187kΩ,±1%,75V,100mW,±100ppm/℃
C226375,AC0402FR-07255RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226375,1100,0.0019,100,100,https://www.lcsc.com/product-detail/C226375.html,0402,Tape & Reel (TR),Thick Film Resistor,255Ω,±1%,50V,62.5mW,±100ppm/℃
C226820,AC0402FR-0717R8L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226820,1100,0.0012,100,100,https://www.lcsc.com/product-detail/C226820.html,0402,Tape & Reel (TR),Thick Film Resistor,17.8Ω,±1%,50V,62.5mW,±100ppm/℃
C226764,AC0402FR-07124KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226764,1100,0.0019,100,100,https://www.lcsc.com/product-detail/C226764.html,0402,Tape & Reel (TR),Thick Film Resistor,124kΩ,±1%,50V,62.5mW,±100ppm/℃
C163418,RC0603FR-0788K7L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C163418,1100,0.0023,100,100,https://www.lcsc.com/product-detail/C163418.html,0603,Tape & Reel (TR),Thick Film Resistor,88.7kΩ,±1%,75V,100mW,±100ppm/℃
C144746,AC0402FR-0756KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144746,1100,0.0019,100,100,https://www.lcsc.com/product-detail/C144746.html,0402,Tape & Reel (TR),Thick Film Resistor,56kΩ,±1%,50V,62.5mW,±100ppm/℃
C144656,AC0603FR-0747RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C144656,1100,0.0033,100,100,https://www.lcsc.com/product-detail/C144656.html,0603,Tape & Reel (TR),Thick Film Resistor,47Ω,±1%,75V,100mW,±100ppm/℃
C144084,AF0603FR-0712KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C144084,1100,0.0054,100,100,https://www.lcsc.com/product-detail/C144084.html,0603,Tape & Reel (TR),Thick Film Resistor,12kΩ,±1%,75V,100mW,±100ppm/℃
C137536,RC0805FR-0736RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C137536,1100,0.0055,100,100,https://www.lcsc.com/product-detail/C137536.html,0805,Tape & Reel (TR),Thick Film Resistor,36Ω,±1%,150V,125mW,±100ppm/℃
C6681310,SR0805FR-7W1KL,YAGEO,,1060,0.0234,20,20,https://www.lcsc.com/product-detail/C6681310.html,0805,Tape & Reel (TR),Thick Film Resistor,1kΩ,±1%,,250mW,±100ppm/℃
C4260520,AF0603FR-07301RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C4260520,1000,0.0053,100,100,https://www.lcsc.com/product-detail/C4260520.html,0603,Tape & Reel (TR),Thick Film Resistor,301Ω,±1%,75V,100mW,±100ppm/℃
C705032,AF0402FR-07549RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/ebd14ddabfb2b500a2b3786a8b0d1c4f.pdf?productCode=C705032,1000,0.0038,100,100,https://www.lcsc.com/product-detail/C705032.html,0402,Tape & Reel (TR),Thick Film Resistor,549Ω,±1%,50V,62.5mW,±100ppm/℃
C483217,RC0805FR-077M15L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C483217,1000,0.0036,100,100,https://www.lcsc.com/product-detail/C483217.html,0805,Tape & Reel (TR),Thick Film Resistor,7.15MΩ,±1%,150V,125mW,±100ppm/℃
C482649,RC0603FR-071M6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C482649,1000,0.0023,100,100,https://www.lcsc.com/product-detail/C482649.html,0603,Tape & Reel (TR),Thick Film Resistor,1.6MΩ,±1%,75V,100mW,±100ppm/℃
C246031,RC0805FR-07110RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C246031,1000,0.0053,100,100,https://www.lcsc.com/product-detail/C246031.html,0805,Tape & Reel (TR),Thick Film Resistor,110Ω,±1%,150V,125mW,±100ppm/℃
C228997,AC0805FR-07787KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228997,1000,0.0100,100,100,https://www.lcsc.com/product-detail/C228997.html,0805,Tape & Reel (TR),Thick Film Resistor,787kΩ,±1%,150V,125mW,±100ppm/℃
C228905,AC0805FR-07562RL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228905,1000,0.0061,100,100,https://www.lcsc.com/product-detail/C228905.html,0805,Tape & Reel (TR),Thick Film Resistor,562Ω,±1%,150V,125mW,±100ppm/℃
C228789,AC0805FR-073K01L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228789,1000,0.0101,100,100,https://www.lcsc.com/product-detail/C228789.html,0805,Tape & Reel (TR),Thick Film Resistor,3.01kΩ,±1%,150V,125mW,±100ppm/℃
C228734,AC0805FR-07309KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228734,1000,0.0061,100,100,https://www.lcsc.com/product-detail/C228734.html,0805,Tape & Reel (TR),Thick Film Resistor,309kΩ,±1%,150V,125mW,±100ppm/℃
C228362,AC0805FR-0719K1L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228362,1000,0.0065,100,100,https://www.lcsc.com/product-detail/C228362.html,0805,Tape & Reel (TR),Thick Film Resistor,19.1kΩ,±1%,150V,125mW,±100ppm/℃
C228334,AC0805FR-0716K9L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C228334,1000,0.0061,100,100,https://www.lcsc.com/product-detail/C228334.html,0805,Tape & Reel (TR),Thick Film Resistor,16.9kΩ,±1%,150V,125mW,±100ppm/℃
C227968,AC0603FR-07576KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227968,1000,0.0033,100,100,https://www.lcsc.com/product-detail/C227968.html,0603,Tape & Reel (TR),Thick Film Resistor,576kΩ,±1%,75V,100mW,±100ppm/℃
C227185,AC0402FR-0766K5L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227185,1000,0.0057,100,100,https://www.lcsc.com/product-detail/C227185.html,0402,Tape & Reel (TR),Thick Film Resistor,66.5kΩ,±1%,50V,62.5mW,±100ppm/℃
C227045,AC0402FR-073K92L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227045,1000,0.0019,100,100,https://www.lcsc.com/product-detail/C227045.html,0402,Tape & Reel (TR),Thick Film Resistor,3.92kΩ,±1%,50V,62.5mW,±100ppm/℃
C227035,AC0402FR-073K24L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C227035,1000,0.0013,100,100,https://www.lcsc.com/product-detail/C227035.html,0402,Tape & Reel (TR),Thick Film Resistor,3.24kΩ,±1%,50V,62.5mW,±100ppm/℃
C226995,AC0402FR-07330KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226995,1000,0.0018,100,100,https://www.lcsc.com/product-detail/C226995.html,0402,Tape & Reel (TR),Thick Film Resistor,330kΩ,±1%,50V,62.5mW,±100ppm/℃
C226798,AC0402FR-07160KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/3511efb0564cb1711d9237ab09d6e97b.pdf?productCode=C226798,1000,0.0019,100,100,https://www.lcsc.com/product-detail/C226798.html,0402,Tape & Reel (TR),Thick Film Resistor,160kΩ,±1%,50V,62.5mW,±100ppm/℃
C185451,RC0402FR-071K6L,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185451,1000,0.0014,100,100,https://www.lcsc.com/product-detail/C185451.html,0402,Tape & Reel (TR),Thick Film Resistor,1.6kΩ,±1%,50V,62.5mW,±100ppm/℃
C185295,RC0805FR-07160KL,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/b426be3ce22c6de3e0c3a2248e49159e.pdf?productCode=C185295,1000,0.0053,100,100,https://www.lcsc.com/product-detail/C185295.html,0805,Tape & Reel (TR),Thick Film Resistor,160kΩ,±1%,150V,125mW,±100ppm/℃
